id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
182187,2013,4,18,2316.0,2115,121.0,120.0,2353,87.0,B6,97,N709JB,JFK,DEN,216.0,1626,21,15,2013-04-18 21:00:00,JetBlue Airways
143329,2013,3,8,1819.0,1605,134.0,2118.0,1924,114.0,DL,161,N374NW,JFK,MIA,147.0,1089,16,5,2013-03-08 16:00:00,Delta Air Lines Inc.
310510,2013,9,2,1817.0,1559,138.0,1928.0,1730,118.0,B6,1734,N190JB,JFK,BTV,44.0,266,15,59,2013-09-02 15:00:00,JetBlue Airways
182069,2013,4,18,2013.0,1714,179.0,2336.0,2005,211.0,UA,251,N513UA,LGA,IAH,216.0,1416,17,14,2013-04-18 17:00:00,United Air Lines Inc.
272686,2013,7,24,1513.0,1241,152.0,1753.0,1518,155.0,B6,927,N766JB,EWR,MCO,128.0,937,12,41,2013-07-24 12:00:00,JetBlue Airways
33261,2013,10,7,1912.0,1650,142.0,2116.0,1900,136.0,US,516,N628AW,EWR,PHX,282.0,2133,16,50,2013-10-07 16:00:00,US Airways Inc.
169444,2013,4,5,1303.0,1015,168.0,1609.0,1310,179.0,AA,731,N4UCAA,LGA,DFW,189.0,1389,10,15,2013-04-05 10:00:00,American Airlines Inc.
119768,2013,2,10,2134.0,1930,124.0,2238.0,2050,108.0,EV,5693,N833AS,LGA,IAD,48.0,229,19,30,2013-02-10 19:00:00,ExpressJet Airlines Inc.
98587,2013,12,17,1857.0,1645,132.0,2116.0,1913,123.0,DL,2042,N935AT,EWR,ATL,114.0,746,16,45,2013-12-17 16:00:00,Delta Air Lines Inc.
313208,2013,9,5,1307.0,1010,177.0,1424.0,1126,178.0,EV,5711,N834AS,JFK,IAD,49.0,228,10,10,2013-09-05 10:00:00,ExpressJet Airlines Inc.
304900,2013,8,27,928.0,705,143.0,1206.0,1010,116.0,UA,482,N449UA,EWR,FLL,139.0,1065,7,5,2013-08-27 07:00:00,United Air Lines Inc.
90496,2013,12,8,2157.0,1955,122.0,259.0,2259,,DL,2590,N371DA,JFK,LAS,,2248,19,55,2013-12-08 19:00:00,Delta Air Lines Inc.
141608,2013,3,6,2313.0,2100,133.0,139.0,2346,113.0,B6,399,N598JB,LGA,MCO,116.0,950,21,0,2013-03-06 21:00:00,JetBlue Airways
130457,2013,2,22,1616.0,1359,137.0,1810.0,1534,156.0,UA,1734,N12218,EWR,ORD,126.0,719,13,59,2013-02-22 13:00:00,United Air Lines Inc.
244473,2013,6,24,1935.0,1703,152.0,2234.0,1954,160.0,UA,807,N469UA,LGA,IAH,181.0,1416,17,3,2013-06-24 17:00:00,United Air Lines Inc.
148661,2013,3,14,1033.0,810,143.0,1330.0,1123,127.0,DL,1271,N333NW,JFK,FLL,156.0,1069,8,10,2013-03-14 08:00:00,Delta Air Lines Inc.
248587,2013,6,28,2335.0,2045,170.0,36.0,2159,157.0,B6,2680,N198JB,EWR,BOS,45.0,200,20,45,2013-06-28 20:00:00,JetBlue Airways
93391,2013,12,11,2104.0,1805,179.0,2355.0,2123,152.0,UA,312,N454UA,EWR,SAN,322.0,2425,18,5,2013-12-11 18:00:00,United Air Lines Inc.
26278,2013,1,31,857.0,630,147.0,1111.0,843,148.0,US,1226,N167US,LGA,CLT,104.0,544,6,30,2013-01-31 06:00:00,US Airways Inc.
37175,2013,10,11,1825.0,1545,160.0,2023.0,1805,138.0,WN,3580,N904WN,EWR,DEN,214.0,1605,15,45,2013-10-11 15:00:00,Southwest Airlines Co.
335317,2013,9,29,1435.0,1226,129.0,1552.0,1338,134.0,UA,252,N431UA,EWR,BOS,33.0,200,12,26,2013-09-29 12:00:00,United Air Lines Inc.
152859,2013,3,18,2120.0,1855,145.0,43.0,2134,189.0,DL,951,N1603,JFK,ATL,120.0,760,18,55,2013-03-18 18:00:00,Delta Air Lines Inc.
257587,2013,7,8,2340.0,2135,125.0,215.0,30,105.0,B6,1201,N649JB,JFK,FLL,135.0,1069,21,35,2013-07-08 21:00:00,JetBlue Airways
119228,2013,2,10,1112.0,840,152.0,1410.0,1204,126.0,UA,112,N26123,JFK,LAX,335.0,2475,8,40,2013-02-10 08:00:00,United Air Lines Inc.
101446,2013,12,20,1652.0,1450,122.0,1943.0,1802,101.0,B6,1171,N505JB,LGA,FLL,155.0,1076,14,50,2013-12-20 14:00:00,JetBlue Airways
231238,2013,6,10,2009.0,1735,154.0,2143.0,1915,148.0,WN,19,N924WN,EWR,STL,119.0,872,17,35,2013-06-10 17:00:00,Southwest Airlines Co.
19591,2013,1,23,1447.0,1240,127.0,1754.0,1555,119.0,AA,2041,N377AA,JFK,MIA,157.0,1089,12,40,2013-01-23 12:00:00,American Airlines Inc.
37063,2013,10,11,1619.0,1400,139.0,1713.0,1506,127.0,B6,2480,N337JB,EWR,BOS,38.0,200,14,0,2013-10-11 14:00:00,JetBlue Airways
33265,2013,10,7,1913.0,1655,138.0,2040.0,1845,115.0,AA,2223,N4YSAA,LGA,STL,129.0,888,16,55,2013-10-07 16:00:00,American Airlines Inc.
134523,2013,2,27,845.0,600,165.0,1219.0,910,189.0,UA,1744,N14219,EWR,MIA,158.0,1085,6,0,2013-02-27 06:00:00,United Air Lines Inc.
248572,2013,6,28,2258.0,2029,149.0,203.0,2359,124.0,B6,915,N593JB,JFK,SFO,342.0,2586,20,29,2013-06-28 20:00:00,JetBlue Airways
106272,2013,12,26,1118.0,836,162.0,1311.0,1034,157.0,EV,4099,N11113,EWR,STL,154.0,872,8,36,2013-12-26 08:00:00,ExpressJet Airlines Inc.
248590,2013,6,28,2347.0,2101,166.0,335.0,100,155.0,B6,1103,N645JB,JFK,SJU,205.0,1598,21,1,2013-06-28 21:00:00,JetBlue Airways
297656,2013,8,19,1559.0,1347,132.0,1657.0,1513,104.0,UA,395,N491UA,EWR,ORD,105.0,719,13,47,2013-08-19 13:00:00,United Air Lines Inc.
216607,2013,5,25,2210.0,1935,155.0,42.0,2239,123.0,B6,381,N556JB,LGA,FLL,134.0,1076,19,35,2013-05-25 19:00:00,JetBlue Airways
11018,2013,1,13,1726.0,1508,138.0,1920.0,1705,135.0,EV,4326,N14977,EWR,CLT,92.0,529,15,8,2013-01-13 15:00:00,ExpressJet Airlines Inc.
129822,2013,2,21,2218.0,1925,173.0,110.0,2247,143.0,DL,2143,N971DL,LGA,MIA,145.0,1096,19,25,2013-02-21 19:00:00,Delta Air Lines Inc.
143020,2013,3,8,1044.0,815,149.0,1228.0,1000,148.0,EV,5166,N752EV,LGA,BNA,105.0,764,8,15,2013-03-08 08:00:00,ExpressJet Airlines Inc.
174343,2013,4,10,1742.0,1535,127.0,1952.0,1650,182.0,WN,142,N910WN,EWR,MDW,147.0,711,15,35,2013-04-10 15:00:00,Southwest Airlines Co.
267270,2013,7,18,2043.0,1815,148.0,2224.0,1945,159.0,WN,2603,N467WN,LGA,BNA,103.0,764,18,15,2013-07-18 18:00:00,Southwest Airlines Co.
36849,2013,10,11,1210.0,1005,125.0,1422.0,1217,125.0,DL,2319,N338NW,LGA,MSP,137.0,1020,10,5,2013-10-11 10:00:00,Delta Air Lines Inc.
75271,2013,11,21,1905.0,1650,135.0,2158.0,1920,158.0,WN,356,N738CB,LGA,DEN,247.0,1620,16,50,2013-11-21 16:00:00,Southwest Airlines Co.
213848,2013,5,22,2212.0,1935,157.0,132.0,2239,173.0,B6,381,N655JB,LGA,FLL,141.0,1076,19,35,2013-05-22 19:00:00,JetBlue Airways
95934,2013,12,14,2213.0,2005,128.0,206.0,2256,190.0,B6,883,N583JB,JFK,MCO,157.0,944,20,5,2013-12-14 20:00:00,JetBlue Airways
13449,2013,1,16,1214.0,1000,134.0,1346.0,1123,143.0,EV,5736,N829AS,LGA,IAD,49.0,229,10,0,2013-01-16 10:00:00,ExpressJet Airlines Inc.
148338,2013,3,13,2326.0,2055,151.0,22.0,2220,122.0,WN,115,N253WN,LGA,MDW,104.0,725,20,55,2013-03-13 20:00:00,Southwest Airlines Co.
280747,2013,8,1,2139.0,1906,153.0,2300.0,2032,148.0,UA,1142,N17730,EWR,BOS,43.0,200,19,6,2013-08-01 19:00:00,United Air Lines Inc.
135716,2013,2,28,1321.0,1049,152.0,1625.0,1400,145.0,B6,373,N505JB,LGA,FLL,164.0,1076,10,49,2013-02-28 10:00:00,JetBlue Airways
280548,2013,8,1,1744.0,1448,176.0,2019.0,1717,182.0,EV,4336,N15574,EWR,ATL,120.0,746,14,48,2013-08-01 14:00:00,ExpressJet Airlines Inc.
61308,2013,11,6,2011.0,1800,131.0,2251.0,2101,110.0,UA,360,N832UA,EWR,PBI,141.0,1023,18,0,2013-11-06 18:00:00,United Air Lines Inc.
191263,2013,4,28,1825.0,1552,153.0,2033.0,1757,156.0,EV,4319,N14174,EWR,MSP,148.0,1008,15,52,2013-04-28 15:00:00,ExpressJet Airlines Inc.
259479,2013,7,10,2234.0,2030,124.0,6.0,2155,131.0,WN,1271,N932WN,EWR,MDW,107.0,711,20,30,2013-07-10 20:00:00,Southwest Airlines Co.
141420,2013,3,6,1737.0,1455,162.0,2019.0,1757,142.0,B6,141,N537JB,JFK,PBI,132.0,1028,14,55,2013-03-06 14:00:00,JetBlue Airways
233939,2013,6,13,1622.0,1345,157.0,1958.0,1645,193.0,AA,117,N335AA,JFK,LAX,332.0,2475,13,45,2013-06-13 13:00:00,American Airlines Inc.
250138,2013,6,30,1852.0,1636,136.0,2012.0,1805,127.0,B6,918,N318JB,JFK,BOS,39.0,187,16,36,2013-06-30 16:00:00,JetBlue Airways
287499,2013,8,8,2209.0,1930,159.0,50.0,2239,131.0,DL,1854,N331NW,LGA,FLL,139.0,1076,19,30,2013-08-08 19:00:00,Delta Air Lines Inc.
213872,2013,5,22,2342.0,2045,177.0,151.0,2313,158.0,B6,115,N178JB,JFK,MSY,171.0,1182,20,45,2013-05-22 20:00:00,JetBlue Airways
143206,2013,3,8,1545.0,1330,135.0,1937.0,1710,147.0,WN,2058,N758SW,EWR,PHX,311.0,2133,13,30,2013-03-08 13:00:00,Southwest Airlines Co.
241014,2013,6,20,2330.0,2115,135.0,259.0,131,88.0,DL,347,N374DA,JFK,SJU,195.0,1598,21,15,2013-06-20 21:00:00,Delta Air Lines Inc.
26796,2013,1,31,1950.0,1720,150.0,2312.0,2040,152.0,AA,1999,N5DTAA,EWR,MIA,160.0,1085,17,20,2013-01-31 17:00:00,American Airlines Inc.
291346,2013,8,13,208.0,2359,129.0,600.0,344,136.0,B6,1503,N579JB,JFK,SJU,209.0,1598,23,59,2013-08-13 23:00:00,JetBlue Airways
292834,2013,8,14,1403.0,1155,128.0,1529.0,1323,126.0,EV,4974,N758EV,LGA,BTV,47.0,258,11,55,2013-08-14 11:00:00,ExpressJet Airlines Inc.
150996,2013,3,16,1951.0,1700,171.0,2311.0,2006,185.0,DL,1779,N312US,LGA,FLL,148.0,1076,17,0,2013-03-16 17:00:00,Delta Air Lines Inc.
214534,2013,5,23,1854.0,1355,299.0,2148.0,1615,333.0,WN,1638,N714CB,EWR,PHX,287.0,2133,13,55,2013-05-23 13:00:00,Southwest Airlines Co.
251271,2013,7,1,2118.0,1525,353.0,2309.0,1705,364.0,EV,4596,N26545,EWR,STL,127.0,872,15,25,2013-07-01 15:00:00,ExpressJet Airlines Inc.
250859,2013,7,1,1344.0,1017,207.0,1445.0,1124,201.0,B6,518,N184JB,JFK,BOS,40.0,187,10,17,2013-07-01 10:00:00,JetBlue Airways
276806,2013,7,28,2340.0,1815,325.0,146.0,2046,300.0,DL,926,N324NB,EWR,ATL,104.0,746,18,15,2013-07-28 18:00:00,Delta Air Lines Inc.
244560,2013,6,24,2127.0,1800,207.0,2242.0,1947,175.0,UA,691,N824UA,LGA,ORD,109.0,733,18,0,2013-06-24 18:00:00,United Air Lines Inc.
71207,2013,11,17,1733.0,1205,328.0,1955.0,1330,385.0,WN,483,N784SW,EWR,MDW,148.0,711,12,5,2013-11-17 12:00:00,Southwest Airlines Co.
288504,2013,8,9,2207.0,1900,187.0,2306.0,2030,156.0,US,2193,N733UW,LGA,DCA,39.0,214,19,0,2013-08-09 19:00:00,US Airways Inc.
79932,2013,11,26,2107.0,1610,297.0,2316.0,1820,296.0,DL,2231,N961DL,LGA,DTW,82.0,502,16,10,2013-11-26 16:00:00,Delta Air Lines Inc.
234224,2013,6,13,2205.0,1845,200.0,106.0,2150,196.0,B6,509,N603JB,EWR,FLL,160.0,1065,18,45,2013-06-13 18:00:00,JetBlue Airways
143436,2013,3,8,2013.0,1600,253.0,2301.0,1925,216.0,AA,1467,N3JAAA,LGA,MIA,135.0,1096,16,0,2013-03-08 16:00:00,American Airlines Inc.
216404,2013,5,25,1628.0,1200,268.0,1853.0,1432,261.0,DL,1947,N301NB,LGA,ATL,102.0,762,12,0,2013-05-25 12:00:00,Delta Air Lines Inc.
244576,2013,6,24,2152.0,1846,186.0,58.0,2153,185.0,B6,201,N657JB,JFK,FLL,150.0,1069,18,46,2013-06-24 18:00:00,JetBlue Airways
251005,2013,7,1,1621.0,1100,321.0,1743.0,1230,313.0,WN,3297,N401WN,LGA,BNA,121.0,764,11,0,2013-07-01 11:00:00,Southwest Airlines Co.
151994,2013,3,18,29.0,1943,286.0,236.0,2053,343.0,EV,4312,N12996,EWR,DCA,46.0,199,19,43,2013-03-18 19:00:00,ExpressJet Airlines Inc.
288503,2013,8,9,2205.0,1900,185.0,17.0,2132,165.0,DL,947,N981DL,LGA,ATL,103.0,762,19,0,2013-08-09 19:00:00,Delta Air Lines Inc.
251254,2013,7,1,2058.0,1730,208.0,2334.0,2043,171.0,B6,263,N547JB,JFK,SEA,305.0,2422,17,30,2013-07-01 17:00:00,JetBlue Airways
260080,2013,7,11,1323.0,930,233.0,1613.0,1234,219.0,DL,1443,N851NW,JFK,SEA,317.0,2422,9,30,2013-07-11 09:00:00,Delta Air Lines Inc.
319155,2013,9,11,2336.0,1825,311.0,120.0,2037,283.0,DL,2044,N364NW,JFK,DTW,74.0,509,18,25,2013-09-11 18:00:00,Delta Air Lines Inc.
258664,2013,7,10,134.0,2125,249.0,332.0,2354,218.0,B6,97,N554JB,JFK,DEN,217.0,1626,21,25,2013-07-10 21:00:00,JetBlue Airways
143068,2013,3,8,1206.0,735,271.0,1531.0,935,356.0,EV,4344,N15973,EWR,DTW,81.0,488,7,35,2013-03-08 07:00:00,ExpressJet Airlines Inc.
270844,2013,7,22,1858.0,1529,209.0,2255.0,1840,255.0,UA,1151,N37474,EWR,SEA,335.0,2402,15,29,2013-07-22 15:00:00,United Air Lines Inc.
237683,2013,6,17,1616.0,829,467.0,1837.0,1028,489.0,DL,1157,N322US,EWR,MSP,157.0,1008,8,29,2013-06-17 08:00:00,Delta Air Lines Inc.
243762,2013,6,24,59.0,2135,204.0,316.0,8,188.0,B6,611,N579JB,JFK,LAS,296.0,2248,21,35,2013-06-24 21:00:00,JetBlue Airways
246743,2013,6,27,108.0,2100,248.0,349.0,2336,253.0,B6,499,N766JB,LGA,MCO,136.0,950,21,0,2013-06-27 21:00:00,JetBlue Airways
20918,2013,1,24,2310.0,1930,220.0,149.0,2247,182.0,DL,1854,N335NB,LGA,FLL,138.0,1076,19,30,2013-01-24 19:00:00,Delta Air Lines Inc.
246911,2013,6,27,753.0,1830,803.0,937.0,2015,802.0,AA,2019,N571AA,LGA,STL,134.0,888,18,30,2013-06-27 18:00:00,American Airlines Inc.
32927,2013,10,7,1153.0,835,198.0,1418.0,1100,198.0,UA,447,N489UA,EWR,PHX,277.0,2133,8,35,2013-10-07 08:00:00,United Air Lines Inc.
247735,2013,6,28,34.0,2125,189.0,247.0,2359,168.0,UA,407,N452UA,EWR,IAH,179.0,1400,21,25,2013-06-28 21:00:00,United Air Lines Inc.
113573,2013,2,3,1905.0,1600,185.0,2149.0,1903,166.0,B6,985,N599JB,LGA,TPA,142.0,1010,16,0,2013-02-03 16:00:00,JetBlue Airways
104444,2013,12,23,2346.0,1953,233.0,204.0,2203,241.0,EV,4370,N11544,EWR,CHS,117.0,628,19,53,2013-12-23 19:00:00,ExpressJet Airlines Inc.
183101,2013,4,19,2321.0,1800,321.0,44.0,1935,309.0,WN,504,N222WN,EWR,MDW,107.0,711,18,0,2013-04-19 18:00:00,Southwest Airlines Co.
245602,2013,6,25,2133.0,1705,268.0,2318.0,1911,247.0,US,1531,N176UW,LGA,CLT,81.0,544,17,5,2013-06-25 17:00:00,US Airways Inc.
243767,2013,6,24,137.0,2155,222.0,409.0,43,206.0,B6,425,N605JB,JFK,TPA,130.0,1005,21,55,2013-06-24 21:00:00,JetBlue Airways
206885,2013,5,15,1345.0,1000,225.0,1501.0,1137,204.0,UA,1688,N37293,LGA,ORD,114.0,733,10,0,2013-05-15 10:00:00,United Air Lines Inc.
243541,2013,6,23,1833.0,1200,393.0,,1507,,UA,580,N554UA,JFK,SFO,,2586,12,0,2013-06-23 12:00:00,United Air Lines Inc.
234177,2013,6,13,2101.0,1655,246.0,2323.0,1922,241.0,EV,4705,N12567,EWR,ATL,115.0,746,16,55,2013-06-13 16:00:00,ExpressJet Airlines Inc.
259382,2013,7,10,1936.0,1555,221.0,,1744,,B6,1105,N324JB,JFK,ORD,,740,15,55,2013-07-10 15:00:00,JetBlue Airways
266402,2013,7,18,310.0,2359,191.0,647.0,344,183.0,B6,1503,N649JB,JFK,SJU,195.0,1598,23,59,2013-07-18 23:00:00,JetBlue Airways
271139,2013,7,23,5.0,2101,184.0,400.0,100,180.0,B6,1103,N653JB,JFK,SJU,196.0,1598,21,1,2013-07-23 21:00:00,JetBlue Airways
143099,2013,3,8,1307.0,959,188.0,1644.0,1333,191.0,US,450,N658AW,JFK,PHX,299.0,2153,9,59,2013-03-08 09:00:00,US Airways Inc.
250150,2013,6,30,1908.0,1505,243.0,2141.0,1749,232.0,UA,254,N507UA,EWR,MCO,131.0,937,15,5,2013-06-30 15:00:00,United Air Lines Inc.
117711,2013,2,8,1208.0,700,308.0,1538.0,952,346.0,DL,2285,N945DL,LGA,MCO,136.0,950,7,0,2013-02-08 07:00:00,Delta Air Lines Inc.
257396,2013,7,8,1915.0,1530,225.0,2223.0,1855,208.0,AA,85,N393AA,JFK,SFO,332.0,2586,15,30,2013-07-08 15:00:00,American Airlines Inc.
200385,2013,5,8,1430.0,1100,210.0,1630.0,1307,203.0,DL,1031,N333NW,LGA,DTW,80.0,502,11,0,2013-05-08 11:00:00,Delta Air Lines Inc.
259171,2013,7,10,1448.0,1145,183.0,1720.0,1358,202.0,DL,401,N361NB,EWR,ATL,104.0,746,11,45,2013-07-10 11:00:00,Delta Air Lines Inc.
214508,2013,5,23,1805.0,1455,190.0,2205.0,1753,252.0,UA,572,N403UA,LGA,IAH,209.0,1416,14,55,2013-05-23 14:00:00,United Air Lines Inc.
91463,2013,12,9,2226.0,1829,237.0,25.0,2044,221.0,EV,5268,N753EV,LGA,CLT,90.0,544,18,29,2013-12-09 18:00:00,ExpressJet Airlines Inc.
152007,2013,3,18,146.0,1935,371.0,524.0,2242,402.0,DL,2370,N328NW,LGA,PBI,152.0,1035,19,35,2013-03-18 19:00:00,Delta Air Lines Inc.
280463,2013,8,1,1624.0,1300,204.0,1911.0,1540,211.0,AA,1841,N566AA,EWR,DFW,184.0,1372,13,0,2013-08-01 13:00:00,American Airlines Inc.
116434,2013,2,6,2302.0,2000,182.0,15.0,2139,156.0,UA,695,N492UA,LGA,ORD,120.0,733,20,0,2013-02-06 20:00:00,United Air Lines Inc.
77950,2013,11,24,2027.0,1710,197.0,2218.0,1900,198.0,EV,4202,N36915,EWR,STL,147.0,872,17,10,2013-11-24 17:00:00,ExpressJet Airlines Inc.
176456,2013,4,12,2113.0,1730,223.0,2358.0,2023,215.0,B6,547,N638JB,EWR,PBI,148.0,1023,17,30,2013-04-12 17:00:00,JetBlue Airways
181548,2013,4,18,1028.0,640,228.0,1255.0,809,286.0,UA,1568,N37293,EWR,ORD,141.0,719,6,40,2013-04-18 06:00:00,United Air Lines Inc.
246618,2013,6,26,2122.0,1800,202.0,2302.0,2012,170.0,DL,1321,N327NW,EWR,MSP,132.0,1008,18,0,2013-06-26 18:00:00,Delta Air Lines Inc.
321010,2013,9,13,1927.0,1625,182.0,2248.0,1955,173.0,DL,1373,N347NW,JFK,MIA,148.0,1089,16,25,2013-09-13 16:00:00,Delta Air Lines Inc.
101734,2013,12,20,2203.0,1830,213.0,58.0,2124,214.0,B6,183,N562JB,JFK,MCO,139.0,944,18,30,2013-12-20 18:00:00,JetBlue Airways
255721,2013,7,7,26.0,2125,181.0,136.0,2246,170.0,B6,618,N329JB,JFK,BOS,41.0,187,21,25,2013-07-07 21:00:00,JetBlue Airways
207798,2013,5,16,1235.0,925,190.0,1359.0,1110,169.0,AA,1855,N4WAAA,LGA,STL,124.0,888,9,25,2013-05-16 09:00:00,American Airlines Inc.
120632,2013,2,11,2207.0,1850,197.0,46.0,2142,184.0,B6,527,N605JB,EWR,MCO,138.0,937,18,50,2013-02-11 18:00:00,JetBlue Airways
183118,2013,4,19,2359.0,1935,264.0,309.0,2256,253.0,DL,1433,N337NB,LGA,RSW,171.0,1080,19,35,2013-04-19 19:00:00,Delta Air Lines Inc.
182034,2013,4,18,1932.0,1500,272.0,2107.0,1638,269.0,UA,471,N845UA,LGA,ORD,117.0,733,15,0,2013-04-18 15:00:00,United Air Lines Inc.
109556,2013,12,30,125.0,2155,210.0,420.0,46,214.0,B6,2053,N656JB,JFK,PBI,156.0,1028,21,55,2013-12-30 21:00:00,JetBlue Airways
275967,2013,7,28,105.0,1925,340.0,401.0,2243,318.0,DL,2139,N900DE,LGA,MIA,150.0,1096,19,25,2013-07-28 19:00:00,Delta Air Lines Inc.
159055,2013,3,25,1530.0,900,390.0,1824.0,1214,370.0,UA,283,N456UA,LGA,IAH,210.0,1416,9,0,2013-03-25 09:00:00,United Air Lines Inc.
287456,2013,8,8,2120.0,1710,250.0,15.0,2005,250.0,AA,257,N5FJAA,JFK,LAS,302.0,2248,17,10,2013-08-08 17:00:00,American Airlines Inc.
261512,2013,7,12,2002.0,1455,307.0,2308.0,1830,278.0,AA,779,N3GHAA,LGA,MIA,153.0,1096,14,55,2013-07-12 14:00:00,American Airlines Inc.
271898,2013,7,23,2004.0,1643,201.0,2200.0,1907,173.0,EV,5601,N748EV,LGA,CLT,76.0,544,16,43,2013-07-23 16:00:00,ExpressJet Airlines Inc.
203531,2013,5,11,2153.0,1644,309.0,44.0,1942,302.0,UA,810,N423UA,EWR,PBI,150.0,1023,16,44,2013-05-11 16:00:00,United Air Lines Inc.
201856,2013,5,9,2353.0,2000,233.0,57.0,2138,199.0,UA,695,N431UA,LGA,ORD,108.0,733,20,0,2013-05-09 20:00:00,United Air Lines Inc.
105175,2013,12,24,2016.0,1530,286.0,2326.0,1915,251.0,AA,85,N374AA,JFK,SFO,341.0,2586,15,30,2013-12-24 15:00:00,American Airlines Inc.
250350,2013,6,30,2334.0,1836,298.0,50.0,2015,275.0,B6,1202,N229JB,JFK,BUF,53.0,301,18,36,2013-06-30 18:00:00,JetBlue Airways
259228,2013,7,10,1558.0,1250,188.0,1905.0,1450,255.0,DL,1131,N365NB,LGA,DTW,83.0,502,12,50,2013-07-10 12:00:00,Delta Air Lines Inc.
296056,2013,8,17,2009.0,1659,190.0,2155.0,1920,155.0,UA,485,N820UA,EWR,DEN,204.0,1605,16,59,2013-08-17 16:00:00,United Air Lines Inc.
248514,2013,6,28,2054.0,1710,224.0,38.0,2015,263.0,AA,181,N324AA,JFK,LAX,324.0,2475,17,10,2013-06-28 17:00:00,American Airlines Inc.
17625,2013,1,21,1058.0,740,198.0,1245.0,927,198.0,EV,4099,N17185,EWR,STL,151.0,872,7,40,2013-01-21 07:00:00,ExpressJet Airlines Inc.
33405,2013,10,7,2142.0,1815,207.0,2306.0,2015,171.0,WN,1113,N933WN,LGA,STL,129.0,888,18,15,2013-10-07 18:00:00,Southwest Airlines Co.
97934,2013,12,17,353.0,1930,503.0,500.0,2047,493.0,EV,5714,N909EV,JFK,IAD,44.0,228,19,30,2013-12-17 19:00:00,ExpressJet Airlines Inc.
157446,2013,3,23,1740.0,1352,228.0,2027.0,1613,254.0,DL,877,N623DL,LGA,DEN,243.0,1620,13,52,2013-03-23 13:00:00,Delta Air Lines Inc.
271009,2013,7,22,2352.0,1825,327.0,208.0,2032,336.0,DL,1715,N364NB,LGA,MSY,165.0,1183,18,25,2013-07-22 18:00:00,Delta Air Lines Inc.
104374,2013,12,23,2126.0,1815,191.0,5.0,2055,190.0,WN,3691,N426WN,EWR,MSY,201.0,1167,18,15,2013-12-23 18:00:00,Southwest Airlines Co.
131469,2013,2,23,1928.0,1425,303.0,2107.0,1543,324.0,EV,5712,N834AS,JFK,IAD,51.0,228,14,25,2013-02-23 14:00:00,ExpressJet Airlines Inc.
199720,2013,5,7,1800.0,1440,200.0,1942.0,1645,177.0,DL,1819,N929DL,LGA,MSP,129.0,1020,14,40,2013-05-07 14:00:00,Delta Air Lines Inc.
94295,2013,12,12,1936.0,1610,206.0,2328.0,1926,242.0,UA,375,N467UA,EWR,SEA,368.0,2402,16,10,2013-12-12 16:00:00,United Air Lines Inc.
259376,2013,7,10,1931.0,1530,241.0,2212.0,1650,322.0,WN,216,N223WN,EWR,MDW,131.0,711,15,30,2013-07-10 15:00:00,Southwest Airlines Co.
244751,2013,6,25,104.0,1900,364.0,319.0,2147,332.0,B6,711,N552JB,JFK,LAS,293.0,2248,19,0,2013-06-25 19:00:00,JetBlue Airways
87540,2013,12,5,1548.0,935,373.0,1712.0,1115,357.0,WN,876,N426WN,LGA,MDW,121.0,725,9,35,2013-12-05 09:00:00,Southwest Airlines Co.
155655,2013,3,21,1815.0,1444,211.0,2140.0,1739,241.0,B6,393,N562JB,LGA,MCO,139.0,950,14,44,2013-03-21 14:00:00,JetBlue Airways
47972,2013,10,23,1343.0,730,373.0,1547.0,929,378.0,DL,831,N324NB,LGA,DTW,81.0,502,7,30,2013-10-23 07:00:00,Delta Air Lines Inc.
89713,2013,12,8,16.0,2111,185.0,231.0,2303,208.0,EV,4700,N14179,EWR,CLT,96.0,529,21,11,2013-12-08 21:00:00,ExpressJet Airlines Inc.
29934,2013,10,3,2327.0,2025,182.0,118.0,2228,170.0,EV,4348,N12201,EWR,MSP,147.0,1008,20,25,2013-10-03 20:00:00,ExpressJet Airlines Inc.
185749,2013,4,22,2043.0,1700,223.0,2344.0,1955,229.0,AA,257,N3BYAA,JFK,LAS,327.0,2248,17,0,2013-04-22 17:00:00,American Airlines Inc.
310732,2013,9,2,2252.0,1800,292.0,122.0,2104,258.0,DL,1585,N948DL,LGA,MCO,125.0,950,18,0,2013-09-02 18:00:00,Delta Air Lines Inc.
250345,2013,6,30,2318.0,1920,238.0,33.0,2055,218.0,EV,4191,N10575,EWR,BNA,113.0,748,19,20,2013-06-30 19:00:00,ExpressJet Airlines Inc.
256575,2013,7,7,2256.0,1730,326.0,104.0,2025,279.0,UA,1408,N35271,EWR,SAN,294.0,2425,17,30,2013-07-07 17:00:00,United Air Lines Inc.
150915,2013,3,16,1804.0,1440,204.0,2118.0,1751,207.0,DL,2079,N910DE,LGA,FLL,158.0,1076,14,40,2013-03-16 14:00:00,Delta Air Lines Inc.
120643,2013,2,11,2224.0,1708,316.0,129.0,2022,307.0,B6,15,N178JB,JFK,FLL,156.0,1069,17,8,2013-02-11 17:00:00,JetBlue Airways
182247,2013,4,19,114.0,2146,208.0,446.0,142,184.0,B6,701,N317JB,JFK,SJU,197.0,1598,21,46,2013-04-19 21:00:00,JetBlue Airways
238944,2013,6,18,2242.0,1935,187.0,159.0,2239,200.0,B6,381,N635JB,LGA,FLL,171.0,1076,19,35,2013-06-18 19:00:00,JetBlue Airways
